material_id,formula,space_group_number,hybrid_probability,energy_above_hull,has_inversion
mp-755423,Fe6 O10 F2,31,0.9926039703739322,0.138651955617285,False
mp-756453,Fe12 O20 F4,12,0.9838776922259002,0.130059338950617,True
mp-1178284,Fe10 O16 F4,14,0.9807043850965496,0.127095506574073,True
mp-753194,Fe8 O14 F2,4,0.9884116781597384,0.135079025671296,False
mp-765598,Li24 Fe16 P24 O96,230,0.9063249269767114,0.053827086624999,True
mp-997553,Fe8 O14 F2,11,0.9902366218288372,0.137831508171296,True
mp-756792,Fe16 O28 F4,15,0.9899801494836166,0.138228171921297,True
mp-759590,Fe8 O14 F2,44,0.9893705711250684,0.137942616921296,False
mp-755195,Fe12 O20 F4,12,0.9894824965049908,0.140024282839506,True
mp-780895,Fe16 O28 F4,8,0.9899801494836166,0.140605268587964,False
mp-39689,Ca2 La2 Mn4 O12,31,0.952373434082578,0.105089661416668,False
mp-780870,Fe16 O28 F4,38,0.9907134068702964,0.14371267275463,False
mp-1350656,Y8 Mn12 O36,62,0.9705029185331174,0.124360951547615,True
mp-850398,Mn12 O8 F16,65,0.9360390521267954,0.09071025268517,False
mp-1213497,Gd8 Ga36 Ir12,63,0.8450522442303049,0.0,True
mp-780328,Fe10 O16 F4,6,0.9747570139775248,0.13047996624074,False
mp-755823,Fe6 O10 F2,6,0.980096635474018,0.136475523395062,False
mp-1101709,Na2 Fe24 O38,1,0.9449101523436484,0.101753566171875,False
mp-780858,Fe16 O28 F4,8,0.9870025874224578,0.14411660775463,False
mp-1287594,Ca8 Co4 Ir4 O24,1,0.8428609777874504,0.0,False
mp-26717,Li4 Fe4 P8 O28,14,0.880572090548713,0.037936805000001,True
mp-754412,Fe6 O10 F2,4,0.9836352711792754,0.141425978950617,False
mp-1227410,Ca2 La2 Mn4 O12,11,0.9578319403958404,0.117402103416667,True
mp-1246416,Zr2 Cr2 Ag2 S8,8,0.8677508319530484,0.027324669880951,False
mp-753484,Cr4 O4 F4,62,0.9521111845594552,0.111834145555558,True
mp-1178270,Fe10 O16 F4,31,0.973434498134385,0.13377317024074,False
mp-1178278,Fe10 O16 F4,14,0.9698339926329078,0.13407061924074,True
mp-1209899,Ni4 Mo6 O16,186,0.9977457019243348,0.162765702692308,False
mp-1178219,Hf4 Ni4 O12,14,0.9311999734122964,0.096843288499995,True
mp-1247739,Zr4 Cr4 S16,74,0.9431312747644032,0.109305597083339,False
mp-715276,Fe8 O12,1,0.9673008384095944,0.133946274999999,False
mp-780310,Fe10 O16 F4,14,0.9797410969268912,0.148224899574073,False
mp-21507,Ca4 La4 Mn8 O24,58,0.9401760966306014,0.108930447166669,True
mp-22554,Mn4 S4 O16,63,0.8308283808902593,0.0,True
mp-1042170,Ca4 Fe8 O16,63,0.8679108474282898,0.04167629482142,True
mp-759142,Mn4 C6 O18,2,0.8951429158077534,0.072963116369042,True
mp-1013864,Na24 Fe16 Ge24 O96,230,0.9072277311414574,0.088310281499999,True
mp-1222206,Mn10 Si3 Ge3,189,0.8604466555384042,0.04297522828125,False
mp-1120815,Na3 Cr6 Bi3 O18,146,0.954842360330534,0.137810844954541,False
mp-1178275,Fe20 O32 F8,5,0.9502518676829128,0.133395302907407,False
mp-1247625,Sr3 Ca5 Mn8 O23,6,0.870523858768291,0.055530795412086,False
mp-1371664,Ca4 Cr4 O10,55,0.998301333290473,0.18359802583333,True
mp-1178308,Fe6 O10 F2,31,0.991501280360948,0.176934652283952,False
mp-556723,Na24 Fe16 As24 O96,230,0.8117580931356191,0.0,True
mp-1227570,Ca4 La4 Mn8 O24,6,0.9154377562548484,0.105753740416668,False
mp-776164,Li2 Fe2 F8,14,0.822132008748699,0.014541596481465,True
mp-752687,Fe8 O12 F4,63,0.9087462740706798,0.102005053009259,True
mp-1227850,Ca4 La8 Mn12 O36,14,0.9451976048624524,0.138747637444449,True
mp-881173,Fe8 O2 F14,4,0.8642192714103012,0.061138267129628,False
mp-1198744,Ca4 La4 Mn8 O24,31,0.9126311906831208,0.110092309666669,False
mp-1097715,La8 Cr8 O20,46,0.998432163172354,0.203545139351849,False
mp-1246425,Zr4 Cr4 Ag4 S16,24,0.8020196261569911,0.00872057345238,False
mp-1208926,Sm8 Ga36 Ir12,63,0.7910860659651432,0.0,True
mp-1173526,Nb6 Ni2 S12,182,0.7899275096285931,0.0,False
mp-1236653,Li1 Cr4 In4 O12,1,0.986812602013243,0.199956173544973,False
