rank_hybrid,material_id,formula,space_group_number,crystal_system,gnn_probability,hybrid_probability,hybrid_probability_std,explicit_only_probability,embedding_only_probability,formation_energy_per_atom,energy_above_hull,band_gap,n_magnetic_sites,magnetic_elements,dft_priority_score,dft_selected,rationale
5968,mp-1222941,mp-1222941,187,hexagonal,1.3987033373966814e-13,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.414899138749999,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5969,mp-24731,mp-24731,15,monoclinic,4.361702569307766e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.971772172528344,0.0,2.9368,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5970,mp-1213558,mp-1213558,15,monoclinic,3.153677312013451e-26,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.465989782692307,0.0,0.3594,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5971,mp-1199847,mp-1199847,62,orthorhombic,5.206923285008998e-17,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.521967353425922,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5972,mp-246,mp-246,167,trigonal,3.729850346006579e-30,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.669544359583334,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5973,mp-532538,mp-532538,167,trigonal,8.538142663167406e-36,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.421802055405405,0.0,3.8775,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5974,mp-20923,mp-20923,62,orthorhombic,5.3012202248711935e-25,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.006611200833333,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5975,mp-1188136,mp-1188136,62,orthorhombic,1.2704511004136677e-23,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.584093417708332,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5976,mp-561210,mp-561210,14,monoclinic,6.58610278232664e-44,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.64577476,0.0,2.1888,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5977,mp-1186496,mp-1186496,194,hexagonal,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.238661595625,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5978,mp-1190659,mp-1190659,167,trigonal,4.011162333273505e-13,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.66169265409091,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5979,mp-1212288,mp-1212288,2,triclinic,1.2760107774782553e-18,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.869708189583331,0.0,2.3323,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5980,mp-14649,mp-14649,92,tetragonal,4.0914790850372755e-27,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.054292356439399,0.0,3.758099999999999,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5981,mp-568594,mp-568594,194,hexagonal,3.935664770009785e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.92105896703125,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5982,mp-1094074,mp-1094074,55,orthorhombic,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.585870041851852,0.0,3.198899999999999,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5983,mp-2651,mp-2651,165,trigonal,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-4.436969277916666,0.0,7.5968,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5984,mp-628643,mp-628643,31,orthorhombic,6.023377976949185e-12,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.554877909166665,0.0,0.7903000000000001,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5985,mp-560146,mp-560146,87,tetragonal,3.714783868009195e-23,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.962589080147059,0.0,2.223799999999999,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5986,mp-10344,mp-10344,14,monoclinic,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.354416347166667,0.0,2.9791,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5987,mp-1211618,mp-1211618,14,monoclinic,4.1517622931318234e-33,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.5503554022708332,0.0,5.6574,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5988,mp-1227892,mp-1227892,14,monoclinic,2.0498790435883185e-23,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.5875672548399,0.0,1.5001,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5989,mp-29836,mp-29836,14,monoclinic,5.667854481910417e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.239178432999999,0.0,5.2296,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5990,mp-1201003,mp-1201003,14,monoclinic,8.104372228554417e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.498143178735633,0.0,2.000199999999999,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5991,mp-570525,mp-570525,62,orthorhombic,1.9906025578968072e-32,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.6847178529166651,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5992,mp-1178924,mp-1178924,137,tetragonal,1.6422019449801083e-27,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.510415907962962,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5993,mp-559672,mp-559672,148,trigonal,6.555694605650792e-41,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.792382754607142,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5994,mp-1207709,mp-1207709,55,orthorhombic,2.12840662641128e-25,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.70172051286638,0.0,1.585,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5995,mp-1191070,mp-1191070,55,orthorhombic,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.502673117777777,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5996,mp-556908,mp-556908,13,monoclinic,1.340280840946321e-26,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.865603284270832,0.0,3.7175,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5997,mp-1209760,mp-1209760,14,monoclinic,1.1545519610344501e-20,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.400382944566327,0.0,0.8580999999999991,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5998,mp-569806,mp-569806,159,trigonal,2.7344610962799336e-25,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.189826083997707,0.0,0.8140000000000001,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
5999,mp-21594,mp-21594,55,orthorhombic,2.125736085728074e-26,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.8896565311363581,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6000,mp-1228832,mp-1228832,123,tetragonal,1.0624366783475865e-13,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.336871960000001,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6001,mp-729,mp-729,223,cubic,1.4251673526401791e-24,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.142332308750001,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6002,mp-1214664,mp-1214664,194,hexagonal,1.0843745173670204e-26,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.075677158187079,0.0,3.053899999999999,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6003,mp-18341,mp-18341,14,monoclinic,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.816598800925924,0.0,2.2785,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6004,mp-1095352,mp-1095352,62,orthorhombic,1.146735697858428e-33,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.030879370277778,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6005,mp-1208098,mp-1208098,14,monoclinic,2.185617077372249e-23,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.47622011269232,0.0,3.525,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6006,mp-1205791,mp-1205791,12,monoclinic,3.773740560404517e-17,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.7946975620000031,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6007,mp-1196076,mp-1196076,2,triclinic,4.9746095483531006e-42,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.177951777034482,0.0,2.0392,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6008,mp-1228297,mp-1228297,186,hexagonal,2.0734817618725303e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.587928129111111,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6009,mp-1198546,mp-1198546,140,tetragonal,3.513261313250016e-25,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.6417695012499991,0.0,0.002499999999999,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6010,mp-3581,mp-3581,194,hexagonal,2.4063032985988496e-19,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.368887532481872,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6011,mp-1079103,mp-1079103,129,tetragonal,6.50714532882395e-17,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.8267682850000001,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6012,mp-1214635,mp-1214635,33,orthorhombic,1.1629016953975485e-35,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.2739476418199223,0.0,4.059,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6013,mp-1104420,mp-1104420,15,monoclinic,3.3249762665210293e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.33699615190476,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6014,mp-20845,mp-20845,227,cubic,2.588661891067769e-23,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.027287646212119,0.0,2.7123,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6015,mp-1364,mp-1364,62,orthorhombic,2.1861045959581386e-12,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.410514708749999,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6016,mp-10973,mp-10973,15,monoclinic,7.239198244648645e-24,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.038116073630208,0.0,1.5668000000000002,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6017,mp-1190472,mp-1190472,63,orthorhombic,7.266765393619474e-29,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.053497077089862,0.0,1.1763,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6018,mp-18973,mp-18973,60,orthorhombic,4.988062013610619e-41,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.272770595898438,0.0,2.3763,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6019,mp-6467,mp-6467,1,triclinic,4.1771168907698073e-14,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.383092748087028,0.0,0.4979,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6020,mp-29423,mp-29423,52,orthorhombic,2.623479140567446e-28,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.02633816638889,0.0,0.0359,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6021,mp-1217093,mp-1217093,63,orthorhombic,4.419344771462559e-17,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.304556928333333,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6022,mp-14298,mp-14298,174,hexagonal,1.2086681753110257e-13,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.8788644274450541,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6023,mp-1209843,mp-1209843,62,orthorhombic,1.3213284909394655e-36,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.8200043166666671,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6024,mp-29488,mp-29488,14,monoclinic,3.454352133012835e-31,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.6469667305517222,0.0,1.4567,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6025,mp-1195164,mp-1195164,14,monoclinic,5.0628787809045626e-33,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.610716915603002,0.0,3.1191,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6026,mp-557905,mp-557905,57,orthorhombic,3.753766394942737e-11,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.73850463548611,0.0,0.019299999999999,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6027,mp-1189949,mp-1189949,166,trigonal,2.1847904620334393e-17,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.185575828703704,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6028,mp-1224321,mp-1224321,74,orthorhombic,7.732234732689967e-24,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.432268913333333,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6029,mp-31352,mp-31352,2,triclinic,8.042569340320411e-35,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.352124214430804,0.0,3.9484999999999992,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6030,mp-1101946,mp-1101946,62,orthorhombic,3.765532552219511e-23,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.3185136091666672,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6031,mp-30280,mp-30280,14,monoclinic,2.6898985902630315e-27,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.073398012906249,0.0,0.121099999999999,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6032,mp-1210295,mp-1210295,26,orthorhombic,5.296908195147809e-43,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.50019209863793,0.0,0.283999999999999,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6033,mp-1218873,mp-1218873,146,trigonal,7.689636620542123e-33,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.002013995973212,0.0,2.4179,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6034,mp-20022,mp-20022,62,orthorhombic,3.851311814533401e-33,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.8855562308333351,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6035,mp-1078408,mp-1078408,63,orthorhombic,2.8975774966214568e-19,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.8306758445000021,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6036,mp-540942,mp-540942,14,monoclinic,3.6927261655375526e-32,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.500771986624999,0.0,4.6729,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6037,mp-10853,mp-10853,127,tetragonal,4.94500653532709e-13,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.490952754333332,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6038,mp-1211078,mp-1211078,176,hexagonal,1.3568872718205748e-33,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.695704623518517,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6039,mp-558638,mp-558638,14,monoclinic,4.482844945546417e-18,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.980700866785715,0.0,3.8342,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6040,mp-862991,mp-862991,225,cubic,7.111429883051499e-17,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.259739213749998,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6041,mp-1200584,mp-1200584,15,monoclinic,6.0734223907410815e-27,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.309130701199999,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6042,mp-1190817,mp-1190817,14,monoclinic,4.905439849498304e-20,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.390502477859199,0.0,0.5358,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6043,mp-18990,mp-18990,148,trigonal,6.472678915643431e-26,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.954110900496715,0.0,3.9788,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6044,mp-1209709,mp-1209709,216,cubic,4.318038907791513e-33,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.409931972361109,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6045,mp-863723,mp-863723,127,tetragonal,9.79013597688966e-16,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.755568054999999,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6046,mp-1224082,mp-1224082,2,triclinic,4.2256271438951296e-34,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.489535434301724,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6047,mp-1211003,mp-1211003,216,cubic,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.21695315736111,0.0,0.0158,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6048,mp-1208870,mp-1208870,216,cubic,1.3985560914267767e-25,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.474927645,0.0,0.038499999999999,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6049,mp-1202425,mp-1202425,14,monoclinic,7.785330619376e-17,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.017863604853479,0.0,5.6162,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6050,mp-557821,mp-557821,2,triclinic,1.2216688167799474e-39,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.910920005906593,0.0,3.252199999999999,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6051,mp-1078703,mp-1078703,166,trigonal,1.6409641059354014e-32,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.254133585484914,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6052,mp-1079460,mp-1079460,63,orthorhombic,3.985956776331181e-24,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.319054466250001,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
6053,mp-1196904,mp-1196904,62,orthorhombic,7.299316316308757e-13,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.839648013121692,0.0,0.0,0,,0.00015120471548505475,False,hybrid=0.000; hull=0.0; magnetic=
