feature,importance
cat__point_group_6/m,1.6452156565942486e-06
cat__point_group_4mm,1.6391978704067378e-06
num__emb_270,1.6355244530895063e-06
num__emb_202,1.255241071853769e-06
cat__point_group_-43m,1.2176101211401674e-06
cat__point_group_-3m,8.240590099538407e-07
cat__crystal_system_trigonal,8.240432278728833e-07
num__emb_192,8.224633600898675e-07
cat__point_group_32,8.222546529496269e-07
cat__magnetic_elements_Ni,8.20904834144909e-07
num__emb_318,4.1232987269571766e-07
num__emb_397,4.116123192214912e-07
cat__point_group_3m,4.114123499795405e-07
num__emb_295,1.558526445795208e-09
num__emb_022,1.5693211189197274e-16
cat__point_group_622,1.5405322510853601e-16
cat__point_group_4,1.3816636204089094e-16
num__emb_317,9.859074774299484e-17
cat__point_group_3,6.747029901258057e-17
cat__point_group_mmm,7.62957370503206e-18
cat__magnetic_elements_Fe;Sm,2.460499415854811e-18
cat__magnetic_elements_Ho;Ni,1.884637850441941e-18
cat__point_group_mm2,4.2832678419158434e-20
cat__magnetic_elements_Mn;Nd,0.0
cat__magnetic_elements_Mn;Pr,0.0
cat__magnetic_elements_Fe;Tb,0.0
cat__magnetic_elements_Ho,0.0
cat__magnetic_elements_Fe;Nd,0.0
cat__magnetic_elements_Mn;Sc,0.0
cat__point_group_-4,0.0
cat__magnetic_elements_Mn;Tb,0.0
cat__magnetic_elements_Mn;Ti,0.0
cat__magnetic_elements_Mn;V,0.0
cat__magnetic_elements_Nd,0.0
cat__magnetic_elements_Nd;V,0.0
cat__magnetic_elements_Dy;Fe,0.0
cat__magnetic_elements_Sc;V,0.0
cat__magnetic_elements_Tb,0.0
cat__magnetic_elements_Tm,0.0
cat__magnetic_elements_Tm;V,0.0
cat__magnetic_elements_Dy;Mn,0.0
cat__magnetic_elements_Co;Nd,0.0
cat__magnetic_elements_Cu;V,0.0
cat__magnetic_elements_Cu;Fe,0.0
cat__point_group_222,0.0
cat__point_group_23,0.0
cat__point_group_422,0.0
cat__point_group_432,0.0
cat__point_group_6,0.0
cat__point_group_m-3,0.0
cat__has_inversion_False,0.0
cat__magnetic_elements_Ce;Fe,0.0
cat__magnetic_elements_Ce;Mn,0.0
cat__magnetic_elements_Co,0.0
cat__magnetic_elements_Cr,0.0
cat__magnetic_elements_Cr;Dy,0.0
cat__magnetic_elements_Cr;Er,0.0
cat__magnetic_elements_Cr;Ni,0.0
cat__magnetic_elements_Cr;Sc,0.0
cat__magnetic_elements_Cr;Tb,0.0
cat__magnetic_elements_Cr;Tm,0.0
cat__magnetic_elements_Cr;V,0.0
cat__magnetic_elements_Cu,0.0
cat__point_group_-6,0.0
