material_id,formula,rank_hybrid,rank_gnn,rank_shift_hybrid_minus_gnn,gnn_probability,hybrid_probability,probability_delta,space_group_number,crystal_system,magnetic_elements,dft_selected
mp-680339,Mn16 Si28,280,38939,-38659,0.0,0.3022715643614424,0.3022715643614424,116,tetragonal,Mn,False
mp-568121,Mn16 Si28,287,38940,-38653,0.0,0.2727852251943197,0.2727852251943197,27,orthorhombic,Mn,False
mp-567968,Mn44 Si76,289,38941,-38652,0.0,0.2707026859326372,0.2707026859326372,118,tetragonal,Mn,False
mp-1251643,Ca4 Al2 V2 O10,356,38942,-38586,0.0,0.0324402540838882,0.0324402540838882,1,triclinic,V,False
mp-760,mp-760,544,38943,-38399,0.0,0.0001885638927168,0.0001885638927168,58,orthorhombic,,False
mp-554855,mp-554855,617,38944,-38327,0.0,0.0001682726821943,0.0001682726821943,15,monoclinic,,False
mp-1101894,mp-1101894,640,38945,-38305,0.0,0.0001605514643574,0.0001605514643574,14,monoclinic,,False
mp-18808,mp-18808,661,38946,-38285,0.0,0.0001605514643574,0.0001605514643574,185,hexagonal,,False
mp-561511,mp-561511,683,38947,-38264,0.0,0.0001605163336715,0.0001605163336715,14,monoclinic,,False
mp-4975,mp-4975,647,38823,-38176,1.401298464324817e-45,0.0001605514643574,0.0001605514643574,194,hexagonal,,False
mp-1016190,mp-1016190,776,38948,-38172,0.0,0.000151204715485,0.000151204715485,15,monoclinic,,False
mp-1228418,mp-1228418,789,38949,-38160,0.0,0.000151204715485,0.000151204715485,2,triclinic,,False
mp-865356,mp-865356,791,38950,-38159,0.0,0.000151204715485,0.000151204715485,225,cubic,,False
mp-699691,mp-699691,819,38951,-38132,0.0,0.000151204715485,0.000151204715485,74,orthorhombic,,False
mp-669347,mp-669347,845,38952,-38107,0.0,0.000151204715485,0.000151204715485,140,tetragonal,,False
mp-14715,mp-14715,871,38953,-38082,0.0,0.000151204715485,0.000151204715485,92,tetragonal,,False
mp-30137,mp-30137,873,38954,-38081,0.0,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-1190986,mp-1190986,877,38955,-38078,0.0,0.000151204715485,0.000151204715485,15,monoclinic,,False
mp-1202233,mp-1202233,882,38956,-38074,0.0,0.000151204715485,0.000151204715485,176,hexagonal,,False
mp-1219929,mp-1219929,892,38957,-38065,0.0,0.000151204715485,0.000151204715485,25,orthorhombic,,False
mp-1210727,mp-1210727,894,38958,-38064,0.0,0.000151204715485,0.000151204715485,230,cubic,,False
mp-1198707,mp-1198707,909,38959,-38050,0.0,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-568343,mp-568343,923,38960,-38037,0.0,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-1198465,mp-1198465,943,38961,-38018,0.0,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-561877,mp-561877,957,38962,-38005,0.0,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-557145,mp-557145,970,38963,-37993,0.0,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-18964,mp-18964,976,38964,-37988,0.0,0.000151204715485,0.000151204715485,15,monoclinic,,False
mp-541493,mp-541493,838,38824,-37986,1.401298464324817e-45,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-645425,mp-645425,982,38965,-37983,0.0,0.000151204715485,0.000151204715485,2,triclinic,,False
mp-14385,mp-14385,855,38825,-37970,1.401298464324817e-45,0.000151204715485,0.000151204715485,185,hexagonal,,False
mp-20862,mp-20862,1003,38966,-37963,0.0,0.000151204715485,0.000151204715485,58,orthorhombic,,False
mp-1191614,mp-1191614,1028,38967,-37939,0.0,0.000151204715485,0.000151204715485,63,orthorhombic,,False
mp-1214337,mp-1214337,1097,38968,-37871,0.0,0.000151204715485,0.000151204715485,198,cubic,,False
mp-1198455,mp-1198455,1099,38969,-37870,0.0,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-1204426,mp-1204426,992,38826,-37834,1.401298464324817e-45,0.000151204715485,0.000151204715485,114,tetragonal,,False
mp-504697,mp-504697,1138,38970,-37832,0.0,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-30438,mp-30438,1177,38971,-37794,0.0,0.000151204715485,0.000151204715485,194,hexagonal,,False
mp-1207634,mp-1207634,1184,38972,-37788,0.0,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-865354,mp-865354,1216,38973,-37757,0.0,0.000151204715485,0.000151204715485,225,cubic,,False
mp-1070806,mp-1070806,744,38461,-37717,3.2229864679470793e-44,0.000158925933322,0.000158925933322,123,tetragonal,,False
mp-27768,mp-27768,1274,38975,-37701,0.0,0.000151204715485,0.000151204715485,63,orthorhombic,,False
mp-17500,mp-17500,1273,38974,-37701,0.0,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-1205141,mp-1205141,1284,38976,-37692,0.0,0.000151204715485,0.000151204715485,11,monoclinic,,False
mp-558402,mp-558402,1288,38977,-37689,0.0,0.000151204715485,0.000151204715485,33,orthorhombic,,False
mp-34580,mp-34580,1033,38707,-37674,4.203895392974451e-45,0.000151204715485,0.000151204715485,1,triclinic,,False
mp-1203838,mp-1203838,1353,38978,-37625,0.0,0.000151204715485,0.000151204715485,2,triclinic,,False
mp-542443,mp-542443,1358,38980,-37622,0.0,0.000151204715485,0.000151204715485,12,monoclinic,,False
mp-1224755,mp-1224755,1357,38979,-37622,0.0,0.000151204715485,0.000151204715485,9,monoclinic,,False
mp-1211860,mp-1211860,1223,38827,-37604,1.401298464324817e-45,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-775393,mp-775393,1396,38981,-37585,0.0,0.000151204715485,0.000151204715485,212,cubic,,False
mp-1191051,mp-1191051,1401,38982,-37581,0.0,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-1208020,mp-1208020,1411,38983,-37572,0.0,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-1104181,mp-1104181,1413,38984,-37571,0.0,0.000151204715485,0.000151204715485,63,orthorhombic,,False
mp-17512,mp-17512,1419,38985,-37566,0.0,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-1192577,mp-1192577,1054,38585,-37531,1.2611686178923354e-44,0.000151204715485,0.000151204715485,11,monoclinic,,False
mp-971813,mp-971813,1458,38986,-37528,0.0,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-1101971,mp-1101971,1145,38672,-37527,5.605193857299268e-45,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-1191016,mp-1191016,1484,38987,-37503,0.0,0.000151204715485,0.000151204715485,63,orthorhombic,,False
mp-1522,mp-1522,1487,38988,-37501,0.0,0.000151204715485,0.000151204715485,58,orthorhombic,,False
mp-1191130,mp-1191130,1333,38828,-37495,1.401298464324817e-45,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-1208888,mp-1208888,1277,38748,-37471,2.802596928649634e-45,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-19262,mp-19262,1588,38989,-37401,0.0,0.000151204715485,0.000151204715485,227,cubic,,False
mp-1119,mp-1119,1591,38990,-37399,0.0,0.000151204715485,0.000151204715485,11,monoclinic,,False
mp-1195760,mp-1195760,1134,38516,-37382,2.2420775429197073e-44,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-1211461,mp-1211461,1628,38991,-37363,0.0,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-1214541,mp-1214541,1632,38992,-37360,0.0,0.000151204715485,0.000151204715485,13,monoclinic,,False
mp-1209554,mp-1209554,1149,38508,-37359,2.382207389352189e-44,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-1192250,mp-1192250,897,38255,-37358,1.3872854796815689e-43,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-1218014,mp-1218014,1636,38994,-37358,0.0,0.000151204715485,0.000151204715485,35,orthorhombic,,False
mp-1190970,mp-1190970,1635,38993,-37358,0.0,0.000151204715485,0.000151204715485,63,orthorhombic,,False
mp-530177,mp-530177,1645,38995,-37350,0.0,0.000151204715485,0.000151204715485,58,orthorhombic,,False
mp-1229162,mp-1229162,1654,38996,-37342,0.0,0.000151204715485,0.000151204715485,2,triclinic,,False
mp-19080,mp-19080,1265,38586,-37321,1.2611686178923354e-44,0.000151204715485,0.000151204715485,2,triclinic,,False
mp-18121,mp-18121,1691,38997,-37306,0.0,0.000151204715485,0.000151204715485,15,monoclinic,,False
mp-15922,mp-15922,1703,38998,-37295,0.0,0.000151204715485,0.000151204715485,85,tetragonal,,False
mp-1102378,mp-1102378,1707,38999,-37292,0.0,0.000151204715485,0.000151204715485,194,hexagonal,,False
mp-18301,mp-18301,1725,39000,-37275,0.0,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-17727,mp-17727,1726,39001,-37275,0.0,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-560330,mp-560330,1183,38453,-37270,3.503246160812043e-44,0.000151204715485,0.000151204715485,24,orthorhombic,,False
mp-1223330,mp-1223330,1746,39002,-37256,0.0,0.000151204715485,0.000151204715485,6,monoclinic,,False
mp-20028,mp-20028,1779,39003,-37224,0.0,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-569673,mp-569673,1796,39004,-37208,0.0,0.000151204715485,0.000151204715485,216,cubic,,False
mp-505511,mp-505511,1812,39005,-37193,0.0,0.000151204715485,0.000151204715485,61,orthorhombic,,False
mp-18422,mp-18422,1289,38470,-37181,2.942726775082116e-44,0.000151204715485,0.000151204715485,136,tetragonal,,False
mp-22020,mp-22020,1829,39006,-37177,0.0,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-1217380,mp-1217380,1879,39007,-37128,0.0,0.000151204715485,0.000151204715485,119,tetragonal,,False
mp-1221438,mp-1221438,921,38048,-37127,4.946583579066604e-43,0.000151204715485,0.000151204715485,13,monoclinic,,False
mp-1102288,mp-1102288,1885,39008,-37123,0.0,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-1209040,mp-1209040,975,38087,-37112,3.881596746179743e-43,0.000151204715485,0.000151204715485,230,cubic,,False
mp-1194994,mp-1194994,1899,39009,-37110,0.0,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-15503,mp-15503,1445,38552,-37107,1.6815581571897805e-44,0.000151204715485,0.000151204715485,218,cubic,,False
mp-984836,mp-984836,1575,38673,-37098,5.605193857299268e-45,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-556473,mp-556473,1917,39010,-37093,0.0,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-1190272,mp-1190272,1925,39011,-37086,0.0,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-1520422,mp-1520422,1939,39012,-37073,0.0,0.000151204715485,0.000151204715485,201,cubic,,False
mp-20014,mp-20014,1953,39013,-37060,0.0,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-541347,mp-541347,1958,39014,-37056,0.0,0.000151204715485,0.000151204715485,2,triclinic,,False
mp-17412,mp-17412,1969,39015,-37046,0.0,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-683945,mp-683945,1150,38174,-37024,2.3401684354224445e-43,0.000151204715485,0.000151204715485,8,monoclinic,,False
mp-30771,mp-30771,1661,38654,-36993,7.006492321624085e-45,0.000151204715485,0.000151204715485,71,orthorhombic,,False
mp-557654,mp-557654,810,37760,-36950,2.805399525578284e-42,0.000151204715485,0.000151204715485,52,orthorhombic,,False
mp-16917,mp-16917,1285,38225,-36940,1.7095841264762768e-43,0.000151204715485,0.000151204715485,173,hexagonal,,False
mp-1238823,mp-1238823,2092,39016,-36924,0.0,0.000151204715485,0.000151204715485,59,orthorhombic,,False
mp-1213210,mp-1213210,2094,39017,-36923,0.0,0.000151204715485,0.000151204715485,2,triclinic,,False
mp-19320,mp-19320,2127,39018,-36891,0.0,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-541509,mp-541509,1106,37996,-36890,6.614128751613137e-43,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-11347,mp-11347,2136,39019,-36883,0.0,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-1214885,mp-1214885,1117,37974,-36857,7.51095976878102e-43,0.000151204715485,0.000151204715485,185,hexagonal,,False
mp-504877,mp-504877,1522,38363,-36841,6.726232628759122e-44,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-20313,mp-20313,2179,39020,-36841,0.0,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-18109,mp-18109,1383,38209,-36826,1.8637269575520067e-43,0.000151204715485,0.000151204715485,52,orthorhombic,,False
mp-1003764,mp-1003764,763,37569,-36806,9.631124345304468e-42,0.000151204715485,0.000151204715485,1,triclinic,,False
mp-864610,mp-864610,2224,39021,-36797,0.0,0.000151204715485,0.000151204715485,225,cubic,,False
mp-642315,mp-642315,1363,38157,-36794,2.5643761897144152e-43,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-1235,mp-1235,1317,38105,-36788,3.531272130098539e-43,0.000151204715485,0.000151204715485,123,tetragonal,,False
mp-1212749,mp-1212749,2243,39022,-36779,0.0,0.000151204715485,0.000151204715485,186,hexagonal,,False
mp-1213720,mp-1213720,2254,39023,-36769,0.0,0.000151204715485,0.000151204715485,12,monoclinic,,False
mp-1193827,mp-1193827,915,37661,-36746,5.6598444974079355e-42,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-1019732,mp-1019732,770,37516,-36746,1.3312335411085762e-41,0.000151204715485,0.000151204715485,4,monoclinic,,False
mp-556802,mp-556802,2282,39024,-36742,0.0,0.000151204715485,0.000151204715485,19,orthorhombic,,False
mp-864993,mp-864993,2284,39025,-36741,0.0,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-1191641,mp-1191641,1975,38708,-36733,4.203895392974451e-45,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-569748,mp-569748,1153,37877,-36724,1.4041010612534669e-42,0.000151204715485,0.000151204715485,63,orthorhombic,,False
mp-1272804,mp-1272804,2339,39026,-36687,0.0,0.000151204715485,0.000151204715485,2,triclinic,,False
mp-1105906,mp-1105906,2343,39027,-36684,0.0,0.000151204715485,0.000151204715485,71,orthorhombic,,False
mp-11752,mp-11752,2347,39028,-36681,0.0,0.000151204715485,0.000151204715485,44,orthorhombic,,False
mp-19031,mp-19031,1100,37773,-36673,2.5657774881787397e-42,0.000151204715485,0.000151204715485,57,orthorhombic,,False
mp-560755,mp-560755,2373,39029,-36656,0.0,0.000151204715485,0.000151204715485,61,orthorhombic,,False
mp-1191219,mp-1191219,2397,39030,-36633,0.0,0.000151204715485,0.000151204715485,194,hexagonal,,False
mp-1047902,mp-1047902,1431,38044,-36613,5.016648502282845e-43,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-19202,mp-19202,1915,38527,-36612,1.9618178500547441e-44,0.000151204715485,0.000151204715485,227,cubic,,False
mp-606617,mp-606617,1190,37793,-36603,2.2182554690261857e-42,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-16864,mp-16864,2236,38829,-36593,1.401298464324817e-45,0.000151204715485,0.000151204715485,11,monoclinic,,False
mp-19264,mp-19264,1389,37967,-36578,7.833258415575727e-43,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-1198965,mp-1198965,1737,38309,-36572,9.809089250273721e-44,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-1209642,mp-1209642,1092,37655,-36563,5.801375642304743e-42,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-32613,mp-32613,2470,39031,-36561,0.0,0.000151204715485,0.000151204715485,2,triclinic,,False
mp-1212866,mp-1212866,2295,38830,-36535,1.401298464324817e-45,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-2956,mp-2956,2527,39032,-36505,0.0,0.000151204715485,0.000151204715485,148,trigonal,,False
mp-554376,mp-554376,1031,37521,-36490,1.2586462806565507e-41,0.000151204715485,0.000151204715485,63,orthorhombic,,False
mp-14384,mp-14384,1420,37910,-36490,1.1630777253895985e-42,0.000151204715485,0.000151204715485,185,hexagonal,,False
mp-3830,mp-3830,1060,37547,-36487,1.0820826741516235e-41,0.000151204715485,0.000151204715485,198,cubic,,False
mp-30747,mp-30747,1568,37988,-36420,6.894388444478099e-43,0.000151204715485,0.000151204715485,217,cubic,,False
mp-641565,mp-641565,1170,37571,-36401,9.490994498871986e-42,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-1194993,mp-1194993,2633,39033,-36400,0.0,0.000151204715485,0.000151204715485,57,orthorhombic,,False
mp-19185,mp-19185,2638,39035,-36397,0.0,0.000151204715485,0.000151204715485,18,orthorhombic,,False
mp-1206852,mp-1206852,2637,39034,-36397,0.0,0.000151204715485,0.000151204715485,109,tetragonal,,False
mp-27510,mp-27510,2644,39036,-36392,0.0,0.000151204715485,0.000151204715485,141,tetragonal,,False
mp-1215752,mp-1215752,2649,39037,-36388,0.0,0.000151204715485,0.000151204715485,25,orthorhombic,,False
mp-1221115,mp-1221115,2448,38831,-36383,1.401298464324817e-45,0.000151204715485,0.000151204715485,107,tetragonal,,False
mp-1213886,mp-1213886,2663,39038,-36375,0.0,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-1098000,mp-1098000,1015,37381,-36366,2.8098836806641227e-41,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-542976,mp-542976,2350,38709,-36359,4.203895392974451e-45,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-15227,mp-15227,2687,39039,-36352,0.0,0.000151204715485,0.000151204715485,223,cubic,,False
mp-1208049,mp-1208049,2688,39040,-36352,0.0,0.000151204715485,0.000151204715485,216,cubic,,False
mp-27479,mp-27479,2706,39041,-36335,0.0,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-1200557,mp-1200557,2711,39042,-36331,0.0,0.000151204715485,0.000151204715485,19,orthorhombic,,False
mp-1192160,mp-1192160,2728,39043,-36315,0.0,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-4212,mp-4212,2070,38384,-36314,6.025583396596713e-44,0.000151204715485,0.000151204715485,63,orthorhombic,,False
mp-753421,mp-753421,1585,37884,-36299,1.294799781036131e-42,0.000151204715485,0.000151204715485,148,trigonal,,False
mp-1212843,mp-1212843,2751,39044,-36293,0.0,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-1212387,mp-1212387,2754,39045,-36291,0.0,0.000151204715485,0.000151204715485,4,monoclinic,,False
mp-1186514,mp-1186514,2769,39046,-36277,0.0,0.000151204715485,0.000151204715485,194,hexagonal,,False
mp-557047,mp-557047,1095,37372,-36277,2.9368413215319516e-41,0.000151204715485,0.000151204715485,166,trigonal,,False
mp-1210006,mp-1210006,2780,39047,-36267,0.0,0.000151204715485,0.000151204715485,63,orthorhombic,,False
mp-20312,mp-20312,2299,38564,-36265,1.5414283107572988e-44,0.000151204715485,0.000151204715485,136,tetragonal,,False
mp-19166,mp-19166,2793,39048,-36255,0.0,0.000151204715485,0.000151204715485,167,trigonal,,False
mp-1191630,mp-1191630,1169,37416,-36247,2.3422703831189317e-41,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-13772,mp-13772,2159,38402,-36243,5.46506401086679e-44,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-1204735,mp-1204735,1204,37444,-36240,2.0198316064777908e-41,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-20450,mp-20450,2817,39049,-36232,0.0,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-542001,mp-542001,2821,39050,-36229,0.0,0.000151204715485,0.000151204715485,15,monoclinic,,False
mp-1228336,mp-1228336,2849,39051,-36202,0.0,0.000151204715485,0.000151204715485,71,orthorhombic,,False
mp-1040883,mp-1040883,2860,39052,-36192,0.0,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-7423,mp-7423,2873,39053,-36180,0.0,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-556560,mp-556560,2880,39054,-36174,0.0,0.000151204715485,0.000151204715485,15,monoclinic,,False
mp-19908,mp-19908,2887,39055,-36168,0.0,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-1195909,mp-1195909,2892,39056,-36164,0.0,0.000151204715485,0.000151204715485,136,tetragonal,,False
mp-18151,mp-18151,1001,37165,-36164,8.190029004592823e-41,0.000151204715485,0.000151204715485,136,tetragonal,,False
mp-542313,mp-542313,2547,38710,-36163,4.203895392974451e-45,0.000151204715485,0.000151204715485,206,cubic,,False
mp-17201,mp-17201,1225,37380,-36155,2.81086458958915e-41,0.000151204715485,0.000151204715485,13,monoclinic,,False
mp-1272688,mp-1272688,2908,39057,-36149,0.0,0.000151204715485,0.000151204715485,65,orthorhombic,,False
mp-1214515,mp-1214515,2916,39058,-36142,0.0,0.000151204715485,0.000151204715485,13,monoclinic,,False
mp-1228348,mp-1228348,2575,38711,-36136,4.203895392974451e-45,0.000151204715485,0.000151204715485,71,orthorhombic,,False
mp-1204107,mp-1204107,2942,39059,-36117,0.0,0.000151204715485,0.000151204715485,66,orthorhombic,,False
mp-1213062,mp-1213062,2951,39060,-36109,0.0,0.000151204715485,0.000151204715485,63,orthorhombic,,False
mp-1227545,mp-1227545,2964,39061,-36097,0.0,0.000151204715485,0.000151204715485,1,triclinic,,False
mp-619092,mp-619092,2653,38749,-36096,2.802596928649634e-45,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-556525,mp-556525,2971,39062,-36091,0.0,0.000151204715485,0.000151204715485,127,tetragonal,,False
mp-1102938,mp-1102938,2990,39063,-36073,0.0,0.000151204715485,0.000151204715485,15,monoclinic,,False
mp-1304797,mp-1304797,2100,38170,-36070,2.3681944047089412e-43,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-1192694,mp-1192694,987,37030,-36043,1.767864129607546e-40,0.000151204715485,0.000151204715485,11,monoclinic,,False
mp-752598,mp-752598,2796,38832,-36036,1.401298464324817e-45,0.000151204715485,0.000151204715485,135,tetragonal,,False
mp-1209328,mp-1209328,3036,39064,-36028,0.0,0.000151204715485,0.000151204715485,61,orthorhombic,,False
mp-1208003,mp-1208003,2605,38632,-36027,8.407790785948902e-45,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-22854,mp-22854,3040,39065,-36025,0.0,0.000151204715485,0.000151204715485,11,monoclinic,,False
mp-17434,mp-17434,1429,37454,-36025,1.9126322739569428e-41,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-27925,mp-27925,3047,39066,-36019,0.0,0.000151204715485,0.000151204715485,33,orthorhombic,,False
mp-1198195,mp-1198195,3058,39067,-36009,0.0,0.000151204715485,0.000151204715485,130,tetragonal,,False
mp-1209285,mp-1209285,3062,39068,-36006,0.0,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-1213140,mp-1213140,2412,38371,-35959,6.445972935894162e-44,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-1045817,mp-1045817,3118,39069,-35951,0.0,0.000151204715485,0.000151204715485,15,monoclinic,,False
mp-769334,mp-769334,3126,39071,-35945,0.0,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-771966,mp-771966,3125,39070,-35945,0.0,0.000151204715485,0.000151204715485,13,monoclinic,,False
mp-1102399,mp-1102399,3147,39072,-35925,0.0,0.000151204715485,0.000151204715485,1,triclinic,,False
mp-568417,mp-568417,3151,39073,-35922,0.0,0.000151204715485,0.000151204715485,63,orthorhombic,,False
mp-1570,mp-1570,2444,38365,-35921,6.58610278232664e-44,0.000151204715485,0.000151204715485,227,cubic,,False
mp-541990,mp-541990,3159,39074,-35915,0.0,0.000151204715485,0.000151204715485,2,triclinic,,False
mp-1207668,mp-1207668,3175,39075,-35900,0.0,0.000151204715485,0.000151204715485,194,hexagonal,,False
mp-1213138,mp-1213138,3185,39076,-35891,0.0,0.000151204715485,0.000151204715485,230,cubic,,False
mp-1223609,mp-1223609,2866,38750,-35884,2.802596928649634e-45,0.000151204715485,0.000151204715485,107,tetragonal,,False
mp-510558,mp-510558,3193,39077,-35884,0.0,0.000151204715485,0.000151204715485,125,tetragonal,,False
mp-561186,mp-561186,1597,37478,-35881,1.6926284150579463e-41,0.000151204715485,0.000151204715485,173,hexagonal,,False
mp-10450,mp-10450,3207,39078,-35871,0.0,0.000151204715485,0.000151204715485,109,tetragonal,,False
mp-1204482,mp-1204482,3216,39079,-35863,0.0,0.000151204715485,0.000151204715485,14,monoclinic,,False
mp-1520641,mp-1520641,1297,37156,-35859,8.76287981680881e-41,0.000151204715485,0.000151204715485,201,cubic,,False
mp-1226869,mp-1226869,3227,39080,-35853,0.0,0.000151204715485,0.000151204715485,166,trigonal,,False
mp-1198646,mp-1198646,1156,37007,-35851,1.9590292661107375e-40,0.000151204715485,0.000151204715485,161,trigonal,,False
mp-505679,mp-505679,1390,37240,-35850,5.575065940316285e-41,0.000151204715485,0.000151204715485,205,cubic,,False
mp-609413,mp-609413,3232,39081,-35849,0.0,0.000151204715485,0.000151204715485,194,hexagonal,,False
mp-28787,mp-28787,3244,39082,-35838,0.0,0.000151204715485,0.000151204715485,63,orthorhombic,,False
mp-1209659,mp-1209659,1820,37658,-35838,5.7271068236955274e-42,0.000151204715485,0.000151204715485,198,cubic,,False
mp-27161,mp-27161,3246,39083,-35837,0.0,0.000151204715485,0.000151204715485,15,monoclinic,,False
mp-756442,mp-756442,3269,39084,-35815,0.0,0.000151204715485,0.000151204715485,227,cubic,,False
mp-1522133,mp-1522133,1903,37709,-35806,3.94745777400301e-42,0.000151204715485,0.000151204715485,2,triclinic,,False
mp-973395,mp-973395,3281,39085,-35804,0.0,0.000151204715485,0.000151204715485,63,orthorhombic,,False
mp-556581,mp-556581,3305,39086,-35781,0.0,0.000151204715485,0.000151204715485,5,monoclinic,,False
mp-1191359,mp-1191359,2458,38236,-35778,1.5694542800437953e-43,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-1019787,mp-1019787,755,36519,-35764,2.083955024205295e-39,0.000151204715485,0.000151204715485,15,monoclinic,,False
mp-19882,mp-19882,3340,39087,-35747,0.0,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-15575,mp-15575,1798,37543,-35745,1.1068856569701727e-41,0.000151204715485,0.000151204715485,230,cubic,,False
mp-1196988,mp-1196988,1294,37039,-35745,1.6952908821401635e-40,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-1213729,mp-1213729,3347,39088,-35741,0.0,0.000151204715485,0.000151204715485,12,monoclinic,,False
mp-1080386,mp-1080386,2789,38528,-35739,1.9618178500547441e-44,0.000151204715485,0.000151204715485,109,tetragonal,,False
mp-775211,mp-775211,1534,37256,-35722,5.136319391136181e-41,0.000151204715485,0.000151204715485,13,monoclinic,,False
mp-532028,mp-532028,3378,39089,-35711,0.0,0.000151204715485,0.000151204715485,146,trigonal,,False
mp-1213837,mp-1213837,3386,39090,-35704,0.0,0.000151204715485,0.000151204715485,4,monoclinic,,False
mp-1191106,mp-1191106,2440,38140,-35700,2.8306228979361305e-43,0.000151204715485,0.000151204715485,55,orthorhombic,,False
mp-504651,mp-504651,1407,37086,-35679,1.2528168790449595e-40,0.000151204715485,0.000151204715485,57,orthorhombic,,False
mp-1206175,mp-1206175,2229,37907,-35678,1.1995114854620434e-42,0.000151204715485,0.000151204715485,109,tetragonal,,False
mp-2933,mp-2933,3414,39091,-35677,0.0,0.000151204715485,0.000151204715485,15,monoclinic,,False
mp-18720,mp-18720,3428,39092,-35664,0.0,0.000151204715485,0.000151204715485,141,tetragonal,,False
mp-28696,mp-28696,2869,38529,-35660,1.9618178500547441e-44,0.000151204715485,0.000151204715485,62,orthorhombic,,False
mp-778510,Li4 Fe4 F16,334,35990,-35656,2.4363630908432574e-38,0.0969728999887733,0.0969728999887733,60,orthorhombic,Fe,False
